REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,SEBFHPFH1,SEBF,1,2015,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2016,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2017,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2018,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2019,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2020,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2021,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2022,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2023,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2024,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2025,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2026,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2027,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2028,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2029,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2030,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2031,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2032,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2033,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2034,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2035,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2036,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2037,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2038,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2039,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2040,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2041,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2042,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2043,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2044,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2045,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2046,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2047,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2048,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2049,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2050,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2051,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2052,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2053,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2054,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2055,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2056,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2057,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2058,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2059,1.538461538
REGION1,SEBFHPFH1,SEBF,1,2060,1.538461538
REGION1,SEBMCCPH1,SEBM,1,2015,2.857142857
REGION1,SEBMCCPH1,SEBM,1,2016,2.826254826
REGION1,SEBMCCPH1,SEBM,1,2017,2.795366795
REGION1,SEBMCCPH1,SEBM,1,2018,2.764478764
REGION1,SEBMCCPH1,SEBM,1,2019,2.733590734
REGION1,SEBMCCPH1,SEBM,1,2020,2.702702703
REGION1,SEBMCCPH1,SEBM,1,2021,2.664990572
REGION1,SEBMCCPH1,SEBM,1,2022,2.627278441
REGION1,SEBMCCPH1,SEBM,1,2023,2.58956631
REGION1,SEBMCCPH1,SEBM,1,2024,2.55185418
REGION1,SEBMCCPH1,SEBM,1,2025,2.514142049
REGION1,SEBMCCPH1,SEBM,1,2026,2.476429918
REGION1,SEBMCCPH1,SEBM,1,2027,2.438717788
REGION1,SEBMCCPH1,SEBM,1,2028,2.401005657
REGION1,SEBMCCPH1,SEBM,1,2029,2.363293526
REGION1,SEBMCCPH1,SEBM,1,2030,2.325581395
REGION1,SEBMCCPH1,SEBM,1,2031,2.305789213
REGION1,SEBMCCPH1,SEBM,1,2032,2.285997031
REGION1,SEBMCCPH1,SEBM,1,2033,2.266204849
REGION1,SEBMCCPH1,SEBM,1,2034,2.246412667
REGION1,SEBMCCPH1,SEBM,1,2035,2.226620485
REGION1,SEBMCCPH1,SEBM,1,2036,2.206828303
REGION1,SEBMCCPH1,SEBM,1,2037,2.187036121
REGION1,SEBMCCPH1,SEBM,1,2038,2.167243939
REGION1,SEBMCCPH1,SEBM,1,2039,2.147451757
REGION1,SEBMCCPH1,SEBM,1,2040,2.127659574
REGION1,SEBMCCPH1,SEBM,1,2041,2.12322695
REGION1,SEBMCCPH1,SEBM,1,2042,2.118794326
REGION1,SEBMCCPH1,SEBM,1,2043,2.114361702
REGION1,SEBMCCPH1,SEBM,1,2044,2.109929078
REGION1,SEBMCCPH1,SEBM,1,2045,2.105496454
REGION1,SEBMCCPH1,SEBM,1,2046,2.10106383
REGION1,SEBMCCPH1,SEBM,1,2047,2.096631206
REGION1,SEBMCCPH1,SEBM,1,2048,2.092198582
REGION1,SEBMCCPH1,SEBM,1,2049,2.087765957
REGION1,SEBMCCPH1,SEBM,1,2050,2.083333333
REGION1,SEBMCCPH1,SEBM,1,2051,2.080833333
REGION1,SEBMCCPH1,SEBM,1,2052,2.078336333
REGION1,SEBMCCPH1,SEBM,1,2053,2.07584233
REGION1,SEBMCCPH1,SEBM,1,2054,2.073351319
REGION1,SEBMCCPH1,SEBM,1,2055,2.070863297
REGION1,SEBMCCPH1,SEBM,1,2056,2.069206607
REGION1,SEBMCCPH1,SEBM,1,2057,2.067551241
REGION1,SEBMCCPH1,SEBM,1,2058,2.0658972
REGION1,SEBMCCPH1,SEBM,1,2059,2.064244483
REGION1,SEBMCCPH1,SEBM,1,2060,2.062593087
REGION1,SEBMCHPH3,SEBM,1,2015,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2016,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2017,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2018,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2019,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2020,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2021,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2022,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2023,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2024,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2025,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2026,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2027,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2028,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2029,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2030,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2031,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2032,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2033,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2034,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2035,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2036,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2037,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2038,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2039,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2040,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2041,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2042,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2043,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2044,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2045,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2046,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2047,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2048,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2049,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2050,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2051,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2052,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2053,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2054,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2055,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2056,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2057,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2058,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2059,3.333333333
REGION1,SEBMCHPH3,SEBM,1,2060,3.333333333
REGION1,SEBMCSPN2,SEBM,1,2015,4.0
REGION1,SEBMCSPN2,SEBM,1,2016,3.914285714
REGION1,SEBMCSPN2,SEBM,1,2017,3.828571429
REGION1,SEBMCSPN2,SEBM,1,2018,3.742857143
REGION1,SEBMCSPN2,SEBM,1,2019,3.657142857
REGION1,SEBMCSPN2,SEBM,1,2020,3.571428571
REGION1,SEBMCSPN2,SEBM,1,2021,3.508403361
REGION1,SEBMCSPN2,SEBM,1,2022,3.445378151
REGION1,SEBMCSPN2,SEBM,1,2023,3.382352941
REGION1,SEBMCSPN2,SEBM,1,2024,3.319327731
REGION1,SEBMCSPN2,SEBM,1,2025,3.256302521
REGION1,SEBMCSPN2,SEBM,1,2026,3.193277311
REGION1,SEBMCSPN2,SEBM,1,2027,3.130252101
REGION1,SEBMCSPN2,SEBM,1,2028,3.067226891
REGION1,SEBMCSPN2,SEBM,1,2029,3.004201681
REGION1,SEBMCSPN2,SEBM,1,2030,2.941176471
REGION1,SEBMCSPN2,SEBM,1,2031,2.932773109
REGION1,SEBMCSPN2,SEBM,1,2032,2.924369748
REGION1,SEBMCSPN2,SEBM,1,2033,2.915966387
REGION1,SEBMCSPN2,SEBM,1,2034,2.907563025
REGION1,SEBMCSPN2,SEBM,1,2035,2.899159664
REGION1,SEBMCSPN2,SEBM,1,2036,2.890756303
REGION1,SEBMCSPN2,SEBM,1,2037,2.882352941
REGION1,SEBMCSPN2,SEBM,1,2038,2.87394958
REGION1,SEBMCSPN2,SEBM,1,2039,2.865546218
REGION1,SEBMCSPN2,SEBM,1,2040,2.857142857
REGION1,SEBMCSPN2,SEBM,1,2041,2.834586466
REGION1,SEBMCSPN2,SEBM,1,2042,2.812030075
REGION1,SEBMCSPN2,SEBM,1,2043,2.789473684
REGION1,SEBMCSPN2,SEBM,1,2044,2.766917293
REGION1,SEBMCSPN2,SEBM,1,2045,2.744360902
REGION1,SEBMCSPN2,SEBM,1,2046,2.721804511
REGION1,SEBMCSPN2,SEBM,1,2047,2.69924812
REGION1,SEBMCSPN2,SEBM,1,2048,2.676691729
REGION1,SEBMCSPN2,SEBM,1,2049,2.654135338
REGION1,SEBMCSPN2,SEBM,1,2050,2.631578947
REGION1,SEBMCSPN2,SEBM,1,2051,2.613671935
REGION1,SEBMCSPN2,SEBM,1,2052,2.599434098
REGION1,SEBMCSPN2,SEBM,1,2053,2.588099692
REGION1,SEBMCSPN2,SEBM,1,2054,2.579067761
REGION1,SEBMCSPN2,SEBM,1,2055,2.571864915
REGION1,SEBMCSPN2,SEBM,1,2056,2.566117126
REGION1,SEBMCSPN2,SEBM,1,2057,2.561528144
REGION1,SEBMCSPN2,SEBM,1,2058,2.557862868
REGION1,SEBMCSPN2,SEBM,1,2059,2.554934423
REGION1,SEBMCSPN2,SEBM,1,2060,2.552594082
REGION1,SEBMSTPH3,SEBM,1,2015,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2016,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2017,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2018,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2019,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2020,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2021,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2022,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2023,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2024,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2025,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2026,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2027,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2028,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2029,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2030,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2031,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2032,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2033,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2034,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2035,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2036,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2037,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2038,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2039,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2040,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2041,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2042,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2043,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2044,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2045,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2046,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2047,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2048,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2049,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2050,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2051,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2052,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2053,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2054,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2055,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2056,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2057,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2058,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2059,2.857142857
REGION1,SEBMSTPH3,SEBM,1,2060,2.857142857
REGION1,SECOCHPH3,SECO,1,2015,2.564102564
REGION1,SECOCHPH3,SECO,1,2016,2.539086929
REGION1,SECOCHPH3,SECO,1,2017,2.514071295
REGION1,SECOCHPH3,SECO,1,2018,2.48905566
REGION1,SECOCHPH3,SECO,1,2019,2.464040025
REGION1,SECOCHPH3,SECO,1,2020,2.43902439
REGION1,SECOCHPH3,SECO,1,2021,2.433217189
REGION1,SECOCHPH3,SECO,1,2022,2.427409988
REGION1,SECOCHPH3,SECO,1,2023,2.421602787
REGION1,SECOCHPH3,SECO,1,2024,2.415795587
REGION1,SECOCHPH3,SECO,1,2025,2.409988386
REGION1,SECOCHPH3,SECO,1,2026,2.404181185
REGION1,SECOCHPH3,SECO,1,2027,2.398373984
REGION1,SECOCHPH3,SECO,1,2028,2.392566783
REGION1,SECOCHPH3,SECO,1,2029,2.386759582
REGION1,SECOCHPH3,SECO,1,2030,2.380952381
REGION1,SECOCHPH3,SECO,1,2031,2.375415282
REGION1,SECOCHPH3,SECO,1,2032,2.369878184
REGION1,SECOCHPH3,SECO,1,2033,2.364341085
REGION1,SECOCHPH3,SECO,1,2034,2.358803987
REGION1,SECOCHPH3,SECO,1,2035,2.353266888
REGION1,SECOCHPH3,SECO,1,2036,2.34772979
REGION1,SECOCHPH3,SECO,1,2037,2.342192691
REGION1,SECOCHPH3,SECO,1,2038,2.336655592
REGION1,SECOCHPH3,SECO,1,2039,2.331118494
REGION1,SECOCHPH3,SECO,1,2040,2.325581395
REGION1,SECOCHPH3,SECO,1,2041,2.325581395
REGION1,SECOCHPH3,SECO,1,2042,2.325581395
REGION1,SECOCHPH3,SECO,1,2043,2.325581395
REGION1,SECOCHPH3,SECO,1,2044,2.325581395
REGION1,SECOCHPH3,SECO,1,2045,2.325581395
REGION1,SECOCHPH3,SECO,1,2046,2.325581395
REGION1,SECOCHPH3,SECO,1,2047,2.325581395
REGION1,SECOCHPH3,SECO,1,2048,2.325581395
REGION1,SECOCHPH3,SECO,1,2049,2.325581395
REGION1,SECOCHPH3,SECO,1,2050,2.325581395
REGION1,SECOCHPH3,SECO,1,2051,2.325581395
REGION1,SECOCHPH3,SECO,1,2052,2.325581395
REGION1,SECOCHPH3,SECO,1,2053,2.325581395
REGION1,SECOCHPH3,SECO,1,2054,2.325581395
REGION1,SECOCHPH3,SECO,1,2055,2.325581395
REGION1,SECOCHPH3,SECO,1,2056,2.325581395
REGION1,SECOCHPH3,SECO,1,2057,2.325581395
REGION1,SECOCHPH3,SECO,1,2058,2.325581395
REGION1,SECOCHPH3,SECO,1,2059,2.325581395
REGION1,SECOCHPH3,SECO,1,2060,2.325581395
REGION1,SECOCSPN2,SECO,1,2015,4.347826087
REGION1,SECOCSPN2,SECO,1,2016,4.311594203
REGION1,SECOCSPN2,SECO,1,2017,4.275362319
REGION1,SECOCSPN2,SECO,1,2018,4.239130435
REGION1,SECOCSPN2,SECO,1,2019,4.202898551000001
REGION1,SECOCSPN2,SECO,1,2020,4.166666667
REGION1,SECOCSPN2,SECO,1,2021,4.15
REGION1,SECOCSPN2,SECO,1,2022,4.133333333
REGION1,SECOCSPN2,SECO,1,2023,4.116666667
REGION1,SECOCSPN2,SECO,1,2024,4.1
REGION1,SECOCSPN2,SECO,1,2025,4.083333333
REGION1,SECOCSPN2,SECO,1,2026,4.066666667
REGION1,SECOCSPN2,SECO,1,2027,4.05
REGION1,SECOCSPN2,SECO,1,2028,4.033333333
REGION1,SECOCSPN2,SECO,1,2029,4.016666667
REGION1,SECOCSPN2,SECO,1,2030,4.0
REGION1,SECOCSPN2,SECO,1,2031,3.957142857
REGION1,SECOCSPN2,SECO,1,2032,3.914285714
REGION1,SECOCSPN2,SECO,1,2033,3.871428571
REGION1,SECOCSPN2,SECO,1,2034,3.828571429
REGION1,SECOCSPN2,SECO,1,2035,3.785714286
REGION1,SECOCSPN2,SECO,1,2036,3.742857143
REGION1,SECOCSPN2,SECO,1,2037,3.7
REGION1,SECOCSPN2,SECO,1,2038,3.657142857
REGION1,SECOCSPN2,SECO,1,2039,3.614285714
REGION1,SECOCSPN2,SECO,1,2040,3.571428571
REGION1,SECOCSPN2,SECO,1,2041,3.571428571
REGION1,SECOCSPN2,SECO,1,2042,3.571428571
REGION1,SECOCSPN2,SECO,1,2043,3.571428571
REGION1,SECOCSPN2,SECO,1,2044,3.571428571
REGION1,SECOCSPN2,SECO,1,2045,3.571428571
REGION1,SECOCSPN2,SECO,1,2046,3.571428571
REGION1,SECOCSPN2,SECO,1,2047,3.571428571
REGION1,SECOCSPN2,SECO,1,2048,3.571428571
REGION1,SECOCSPN2,SECO,1,2049,3.571428571
REGION1,SECOCSPN2,SECO,1,2050,3.571428571
REGION1,SECOCSPN2,SECO,1,2051,3.571428571
REGION1,SECOCSPN2,SECO,1,2052,3.571428571
REGION1,SECOCSPN2,SECO,1,2053,3.571428571
REGION1,SECOCSPN2,SECO,1,2054,3.571428571
REGION1,SECOCSPN2,SECO,1,2055,3.571428571
REGION1,SECOCSPN2,SECO,1,2056,3.571428571
REGION1,SECOCSPN2,SECO,1,2057,3.571428571
REGION1,SECOCSPN2,SECO,1,2058,3.571428571
REGION1,SECOCSPN2,SECO,1,2059,3.571428571
REGION1,SECOCSPN2,SECO,1,2060,3.571428571
REGION1,SECOSTPH1,SECO,1,2015,2.564102564
REGION1,SECOSTPH1,SECO,1,2016,2.564102564
REGION1,SECOSTPH1,SECO,1,2017,2.564102564
REGION1,SECOSTPH1,SECO,1,2018,2.564102564
REGION1,SECOSTPH1,SECO,1,2019,2.564102564
REGION1,SECOSTPH1,SECO,1,2020,2.564102564
REGION1,SECOSTPH1,SECO,1,2021,2.564102564
REGION1,SECOSTPH1,SECO,1,2022,2.564102564
REGION1,SECOSTPH1,SECO,1,2023,2.564102564
REGION1,SECOSTPH1,SECO,1,2024,2.564102564
REGION1,SECOSTPH1,SECO,1,2025,2.564102564
REGION1,SECOSTPH1,SECO,1,2026,2.564102564
REGION1,SECOSTPH1,SECO,1,2027,2.564102564
REGION1,SECOSTPH1,SECO,1,2028,2.564102564
REGION1,SECOSTPH1,SECO,1,2029,2.564102564
REGION1,SECOSTPH1,SECO,1,2030,2.564102564
REGION1,SECOSTPH1,SECO,1,2031,2.564102564
REGION1,SECOSTPH1,SECO,1,2032,2.564102564
REGION1,SECOSTPH1,SECO,1,2033,2.564102564
REGION1,SECOSTPH1,SECO,1,2034,2.564102564
REGION1,SECOSTPH1,SECO,1,2035,2.564102564
REGION1,SECOSTPH1,SECO,1,2036,2.564102564
REGION1,SECOSTPH1,SECO,1,2037,2.564102564
REGION1,SECOSTPH1,SECO,1,2038,2.564102564
REGION1,SECOSTPH1,SECO,1,2039,2.564102564
REGION1,SECOSTPH1,SECO,1,2040,2.564102564
REGION1,SECOSTPH1,SECO,1,2041,2.564102564
REGION1,SECOSTPH1,SECO,1,2042,2.564102564
REGION1,SECOSTPH1,SECO,1,2043,2.564102564
REGION1,SECOSTPH1,SECO,1,2044,2.564102564
REGION1,SECOSTPH1,SECO,1,2045,2.564102564
REGION1,SECOSTPH1,SECO,1,2046,2.564102564
REGION1,SECOSTPH1,SECO,1,2047,2.564102564
REGION1,SECOSTPH1,SECO,1,2048,2.564102564
REGION1,SECOSTPH1,SECO,1,2049,2.564102564
REGION1,SECOSTPH1,SECO,1,2050,2.564102564
REGION1,SECOSTPH1,SECO,1,2051,2.564102564
REGION1,SECOSTPH1,SECO,1,2052,2.564102564
REGION1,SECOSTPH1,SECO,1,2053,2.564102564
REGION1,SECOSTPH1,SECO,1,2054,2.564102564
REGION1,SECOSTPH1,SECO,1,2055,2.564102564
REGION1,SECOSTPH1,SECO,1,2056,2.564102564
REGION1,SECOSTPH1,SECO,1,2057,2.564102564
REGION1,SECOSTPH1,SECO,1,2058,2.564102564
REGION1,SECOSTPH1,SECO,1,2059,2.564102564
REGION1,SECOSTPH1,SECO,1,2060,2.564102564
REGION1,SECOSTPH3,SECO,1,2015,2.173913043
REGION1,SECOSTPH3,SECO,1,2016,2.16466235
REGION1,SECOSTPH3,SECO,1,2017,2.155411656
